Name,External ID,Control ID,Statement ID,Control Question
IR-8(b) Incident Response Plan,ir-8_smt.b,ir-8,ir-8_smt.b,Distribute copies of the incident response plan to [incident response personnel];
IR-8(c) Incident Response Plan,ir-8_smt.c,ir-8,ir-8_smt.c,"Update the incident response plan to address system and organizational changes or problems encountered during plan implementation, execution, or testing;"
IR-8(d) Incident Response Plan,ir-8_smt.d,ir-8,ir-8_smt.d,Communicate incident response plan changes to [organization-defined incident response personnel (identified by name and/or by role) and organizational elements] ; and
IR-8(e) Incident Response Plan,ir-8_smt.e,ir-8,ir-8_smt.e,Protect the incident response plan from unauthorized disclosure and modification.
IR-9(a) Information Spillage Response,ir-9_smt.a,ir-9,ir-9_smt.a,Assigning [personnel or roles] with responsibility for responding to information spills;
IR-9(b) Information Spillage Response,ir-9_smt.b,ir-9,ir-9_smt.b,Identifying the specific information involved in the system contamination;
IR-9(c) Information Spillage Response,ir-9_smt.c,ir-9,ir-9_smt.c,Alerting [personnel or roles] of the information spill using a method of communication not associated with the spill;
IR-9(d) Information Spillage Response,ir-9_smt.d,ir-9,ir-9_smt.d,Isolating the contaminated system or system component;
IR-9(e) Information Spillage Response,ir-9_smt.e,ir-9,ir-9_smt.e,Eradicating the information from the contaminated system or component;
IR-9(f) Information Spillage Response,ir-9_smt.f,ir-9,ir-9_smt.f,Identifying other systems or system components that may have been subsequently contaminated; and
IR-9(g) Information Spillage Response,ir-9_smt.g,ir-9,ir-9_smt.g,Performing the following additional actions: [actions].
IR-9.2 Training,ir-9.2,ir-9.2,,Provide information spillage response training [frequency].
IR-9.3 Post-spill Operations,ir-9.3,ir-9.3,,Implement the following procedures to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions: [procedures].
IR-9.4 Exposure to Unauthorized Personnel,ir-9.4,ir-9.4,,Employ the following controls for personnel exposed to information not within assigned access authorizations: [controls].
MA-1(a) Policy and Procedures,ma-1_smt.a,ma-1,ma-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] maintenance policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the maintenance policy and the associated maintenance controls;"
MA-1(b) Policy and Procedures,ma-1_smt.b,ma-1,ma-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the maintenance policy and procedures; and"
MA-1(c) Policy and Procedures,ma-1_smt.c,ma-1,ma-1_smt.c,Review and update the current maintenance: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
MA-2(a) Controlled Maintenance,ma-2_smt.a,ma-2,ma-2_smt.a,"Schedule, document, and review records of maintenance, repair, and replacement on system components in accordance with manufacturer or vendor specifications and/or organizational requirements;"
MA-2(b) Controlled Maintenance,ma-2_smt.b,ma-2,ma-2_smt.b,"Approve and monitor all maintenance activities, whether performed on site or remotely and whether the system or system components are serviced on site or removed to another location;"
MA-2(c) Controlled Maintenance,ma-2_smt.c,ma-2,ma-2_smt.c,"Require that [personnel or roles] explicitly approve the removal of the system or system components from organizational facilities for off-site maintenance, repair, or replacement;"
MA-2(d) Controlled Maintenance,ma-2_smt.d,ma-2,ma-2_smt.d,"Sanitize equipment to remove the following information from associated media prior to removal from organizational facilities for off-site maintenance, repair, or replacement: [information];"
MA-2(e) Controlled Maintenance,ma-2_smt.e,ma-2,ma-2_smt.e,"Check all potentially impacted controls to verify that the controls are still functioning properly following maintenance, repair, or replacement actions; and"
MA-2(f) Controlled Maintenance,ma-2_smt.f,ma-2,ma-2_smt.f,Include the following information in organizational maintenance records: [information].
MA-3(a) Maintenance Tools,ma-3_smt.a,ma-3,ma-3_smt.a,"Approve, control, and monitor the use of system maintenance tools; and"
MA-3(b) Maintenance Tools,ma-3_smt.b,ma-3,ma-3_smt.b,Review previously approved system maintenance tools [frequency].
MA-3.1 Inspect Tools,ma-3.1,ma-3.1,,Inspect the maintenance tools used by maintenance personnel for improper or unauthorized modifications.
MA-3.2 Inspect Media,ma-3.2,ma-3.2,,Check media containing diagnostic and test programs for malicious code before the media are used in the system.
MA-3.3(a) Prevent Unauthorized Removal,ma-3.3_smt.a,ma-3.3,ma-3.3_smt.a,Verifying that there is no organizational information contained on the equipment;
MA-3.3(b) Prevent Unauthorized Removal,ma-3.3_smt.b,ma-3.3,ma-3.3_smt.b,Sanitizing or destroying the equipment;
MA-3.3(c) Prevent Unauthorized Removal,ma-3.3_smt.c,ma-3.3,ma-3.3_smt.c,Retaining the equipment within the facility; or
MA-3.3(d) Prevent Unauthorized Removal,ma-3.3_smt.d,ma-3.3,ma-3.3_smt.d,Obtaining an exemption from [personnel or roles] explicitly authorizing removal of the equipment from the facility.
MA-4(a) Nonlocal Maintenance,ma-4_smt.a,ma-4,ma-4_smt.a,Approve and monitor nonlocal maintenance and diagnostic activities;
MA-4(b) Nonlocal Maintenance,ma-4_smt.b,ma-4,ma-4_smt.b,Allow the use of nonlocal maintenance and diagnostic tools only as consistent with organizational policy and documented in the security plan for the system;
MA-4(c) Nonlocal Maintenance,ma-4_smt.c,ma-4,ma-4_smt.c,Employ strong authentication in the establishment of nonlocal maintenance and diagnostic sessions;
MA-4(d) Nonlocal Maintenance,ma-4_smt.d,ma-4,ma-4_smt.d,Maintain records for nonlocal maintenance and diagnostic activities; and
MA-4(e) Nonlocal Maintenance,ma-4_smt.e,ma-4,ma-4_smt.e,Terminate session and network connections when nonlocal maintenance is completed.
MA-5(a) Maintenance Personnel,ma-5_smt.a,ma-5,ma-5_smt.a,Establish a process for maintenance personnel authorization and maintain a list of authorized maintenance organizations or personnel;
MA-5(b) Maintenance Personnel,ma-5_smt.b,ma-5,ma-5_smt.b,Verify that non-escorted personnel performing maintenance on the system possess the required access authorizations; and
MA-5(c) Maintenance Personnel,ma-5_smt.c,ma-5,ma-5_smt.c,Designate organizational personnel with required access authorizations and technical competence to supervise the maintenance activities of personnel who do not possess the required access authorizations.
MA-5.1(a) Individuals Without Appropriate Access,ma-5.1_smt.a,ma-5.1,ma-5.1_smt.a,"Implement procedures for the use of maintenance personnel that lack appropriate security clearances or are not U.S. citizens, that include the following requirements: (1) Maintenance personnel who do not have needed access authorizations, clearances, or formal access approvals are escorted and supervised during the performance of maintenance and diagnostic activities on the system by approved organizational personnel who are fully cleared, have appropriate access authorizations, and are technically qualified; and (2) Prior to initiating maintenance or diagnostic activities by personnel who do not have needed access authorizations, clearances or formal access approvals, all volatile information storage components within the system are sanitized and all nonvolatile storage media are removed or physically disconnected from the system and secured; and"
MA-5.1(b) Individuals Without Appropriate Access,ma-5.1_smt.b,ma-5.1,ma-5.1_smt.b,"Develop and implement [alternate controls] in the event a system component cannot be sanitized, removed, or disconnected from the system."
MA-6 Timely Maintenance,ma-6,ma-6,,Obtain maintenance support and/or spare parts for [system components] within [time period] of failure.
MP-1(a) Policy and Procedures,mp-1_smt.a,mp-1,mp-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] media protection policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the media protection policy and the associated media protection controls;"
MP-1(b) Policy and Procedures,mp-1_smt.b,mp-1,mp-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the media protection policy and procedures; and"
MP-1(c) Policy and Procedures,mp-1_smt.c,mp-1,mp-1_smt.c,Review and update the current media protection: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
MP-2 Media Access,mp-2,mp-2,,Restrict access to [organization-defined types of digital and/or non-digital media] to [organization-defined personnel or roles].
MP-3(a) Media Marking,mp-3_smt.a,mp-3,mp-3_smt.a,"Mark system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information; and"
MP-3(b) Media Marking,mp-3_smt.b,mp-3,mp-3_smt.b,Exempt [types of media exempted from marking] from marking if the media remain within [controlled areas].
MP-4(a) Media Storage,mp-4_smt.a,mp-4,mp-4_smt.a,Physically control and securely store [organization-defined types of digital and/or non-digital media] within [organization-defined controlled areas] ; and
MP-4(b) Media Storage,mp-4_smt.b,mp-4,mp-4_smt.b,"Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved equipment, techniques, and procedures."
MP-5(a) Media Transport,mp-5_smt.a,mp-5,mp-5_smt.a,Protect and control [types of system media] during transport outside of controlled areas using [organization-defined controls];
MP-5(b) Media Transport,mp-5_smt.b,mp-5,mp-5_smt.b,Maintain accountability for system media during transport outside of controlled areas;
MP-5(c) Media Transport,mp-5_smt.c,mp-5,mp-5_smt.c,Document activities associated with the transport of system media; and
MP-5(d) Media Transport,mp-5_smt.d,mp-5,mp-5_smt.d,Restrict the activities associated with the transport of system media to authorized personnel.
MP-6(a) Media Sanitization,mp-6_smt.a,mp-6,mp-6_smt.a,"Sanitize [organization-defined system media] prior to disposal, release out of organizational control, or release for reuse using [organization-defined sanitization techniques and procedures] ; and"
MP-6(b) Media Sanitization,mp-6_smt.b,mp-6,mp-6_smt.b,Employ sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.
MP-7(a) Media Use,mp-7_smt.a,mp-7,mp-7_smt.a,[restrict | prohibit] the use of [types of system media] on [systems or system components] using [controls] ; and
MP-7(b) Media Use,mp-7_smt.b,mp-7,mp-7_smt.b,Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.
PE-1(a) Policy and Procedures,pe-1_smt.a,pe-1,pe-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] physical and environmental protection policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls;"
PE-1(b) Policy and Procedures,pe-1_smt.b,pe-1,pe-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and"
PE-1(c) Policy and Procedures,pe-1_smt.c,pe-1,pe-1_smt.c,Review and update the current physical and environmental protection: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
PE-2(a) Physical Access Authorizations,pe-2_smt.a,pe-2,pe-2_smt.a,"Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides;"
PE-2(b) Physical Access Authorizations,pe-2_smt.b,pe-2,pe-2_smt.b,Issue authorization credentials for facility access;
PE-2(c) Physical Access Authorizations,pe-2_smt.c,pe-2,pe-2_smt.c,Review the access list detailing authorized facility access by individuals [frequency] ; and
PE-2(d) Physical Access Authorizations,pe-2_smt.d,pe-2,pe-2_smt.d,Remove individuals from the facility access list when access is no longer required.
PE-3(a) Physical Access Control,pe-3_smt.a,pe-3,pe-3_smt.a,Enforce physical access authorizations at [entry and exit points] by: 1. Verifying individual access authorizations before granting access to the facility; and 2. Controlling ingress and egress to the facility using [ | guards];
PE-3(b) Physical Access Control,pe-3_smt.b,pe-3,pe-3_smt.b,Maintain physical access audit logs for [entry or exit points];
PE-3(c) Physical Access Control,pe-3_smt.c,pe-3,pe-3_smt.c,Control access to areas within the facility designated as publicly accessible by implementing the following controls: [physical access controls];
PE-3(d) Physical Access Control,pe-3_smt.d,pe-3,pe-3_smt.d,Escort visitors and control visitor activity [circumstances];
PE-3(e) Physical Access Control,pe-3_smt.e,pe-3,pe-3_smt.e,"Secure keys, combinations, and other physical access devices;"
PE-3(f) Physical Access Control,pe-3_smt.f,pe-3,pe-3_smt.f,Inventory [physical access devices] every [frequency] ; and
PE-3(g) Physical Access Control,pe-3_smt.g,pe-3,pe-3_smt.g,"Change combinations and keys [organization-defined frequency] and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated."
PE-4 Access Control for Transmission,pe-4,pe-4,,Control physical access to [system distribution and transmission lines] within organizational facilities using [security controls].
PE-5 Access Control for Output Devices,pe-5,pe-5,,Control physical access to output from [output devices] to prevent unauthorized individuals from obtaining the output.
PE-6(a) Monitoring Physical Access,pe-6_smt.a,pe-6,pe-6_smt.a,Monitor physical access to the facility where the system resides to detect and respond to physical security incidents;
PE-6(b) Monitoring Physical Access,pe-6_smt.b,pe-6,pe-6_smt.b,Review physical access logs [frequency] and upon occurrence of [events] ; and
PE-6(c) Monitoring Physical Access,pe-6_smt.c,pe-6,pe-6_smt.c,Coordinate results of reviews and investigations with the organizational incident response capability.
PE-6.1 Intrusion Alarms and Surveillance Equipment,pe-6.1,pe-6.1,,Monitor physical access to the facility where the system resides using physical intrusion alarms and surveillance equipment.
PE-8(a) Visitor Access Records,pe-8_smt.a,pe-8,pe-8_smt.a,Maintain visitor access records to the facility where the system resides for [time period];
PE-8(b) Visitor Access Records,pe-8_smt.b,pe-8,pe-8_smt.b,Review visitor access records [frequency] ; and
PE-8(c) Visitor Access Records,pe-8_smt.c,pe-8,pe-8_smt.c,Report anomalies in visitor access records to [personnel].
PE-9 Power Equipment and Cabling,pe-9,pe-9,,Protect power equipment and power cabling for the system from damage and destruction.
PE-10(a) Emergency Shutoff,pe-10_smt.a,pe-10,pe-10_smt.a,Provide the capability of shutting off power to [system or individual system components] in emergency situations;
PE-10(b) Emergency Shutoff,pe-10_smt.b,pe-10,pe-10_smt.b,Place emergency shutoff switches or devices in [location] to facilitate access for authorized personnel; and
PE-10(c) Emergency Shutoff,pe-10_smt.c,pe-10,pe-10_smt.c,Protect emergency power shutoff capability from unauthorized activation.
PE-11 Emergency Power,pe-11,pe-11,,Provide an uninterruptible power supply to facilitate [an orderly shutdown of the system | transition of the system to long-term alternate power] in the event of a primary power source loss.
PE-12 Emergency Lighting,pe-12,pe-12,,Employ and maintain automatic emergency lighting for the system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.
PE-13 Fire Protection,pe-13,pe-13,,Employ and maintain fire detection and suppression systems that are supported by an independent energy source.
PE-13.1 Detection Systems — Automatic Activation and Notification,pe-13.1,pe-13.1,,Employ fire detection systems that activate automatically and notify [personnel or roles] and [emergency responders] in the event of a fire.
PE-13.2(a) Suppression Systems — Automatic Activation and Notification,pe-13.2_smt.a,pe-13.2,pe-13.2_smt.a,Employ fire suppression systems that activate automatically and notify [personnel or roles] and [emergency responders] ; and
PE-13.2(b) Suppression Systems — Automatic Activation and Notification,pe-13.2_smt.b,pe-13.2,pe-13.2_smt.b,Employ an automatic fire suppression capability when the facility is not staffed on a continuous basis.
PE-14(a) Environmental Controls,pe-14_smt.a,pe-14,pe-14_smt.a,Maintain [temperature | humidity | pressure | radiation | ] levels within the facility where the system resides at [acceptable levels] ; and
PE-14(b) Environmental Controls,pe-14_smt.b,pe-14,pe-14_smt.b,Monitor environmental control levels [frequency].
PE-15 Water Damage Protection,pe-15,pe-15,,"Protect the system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel."
PE-16(a) Delivery and Removal,pe-16_smt.a,pe-16,pe-16_smt.a,Authorize and control [organization-defined types of system components] entering and exiting the facility; and
PE-16(b) Delivery and Removal,pe-16_smt.b,pe-16,pe-16_smt.b,Maintain records of the system components.
PE-17(a) Alternate Work Site,pe-17_smt.a,pe-17,pe-17_smt.a,Determine and document the [alternate work sites] allowed for use by employees;
PE-17(b) Alternate Work Site,pe-17_smt.b,pe-17,pe-17_smt.b,Employ the following controls at alternate work sites: [controls];
PE-17(c) Alternate Work Site,pe-17_smt.c,pe-17,pe-17_smt.c,Assess the effectiveness of controls at alternate work sites; and
PE-17(d) Alternate Work Site,pe-17_smt.d,pe-17,pe-17_smt.d,Provide a means for employees to communicate with information security and privacy personnel in case of incidents.
PL-1(a) Policy and Procedures,pl-1_smt.a,pl-1,pl-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] planning policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the planning policy and the associated planning controls;"
PL-1(b) Policy and Procedures,pl-1_smt.b,pl-1,pl-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the planning policy and procedures; and"
PL-1(c) Policy and Procedures,pl-1_smt.c,pl-1,pl-1_smt.c,Review and update the current planning: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
PL-2(a) System Security and Privacy Plans,pl-2_smt.a,pl-2,pl-2_smt.a,"Develop security and privacy plans for the system that: 1. Are consistent with the organization’s enterprise architecture; 2. Explicitly define the constituent system components; 3. Describe the operational context of the system in terms of mission and business processes; 4. Identify the individuals that fulfill system roles and responsibilities; 5. Identify the information types processed, stored, and transmitted by the system; 6. Provide the security categorization of the system, including supporting rationale; 7. Describe any specific threats to the system that are of concern to the organization; 8. Provide the results of a privacy risk assessment for systems processing personally identifiable information; 9. Describe the operational environment for the system and any dependencies on or connections to other systems or system components; 10. Provide an overview of the security and privacy requirements for the system; 11. Identify any relevant control baselines or overlays, if applicable; 12. Describe the controls in place or planned for meeting the security and privacy requirements, including a rationale for any tailoring decisions; 13. Include risk determinations for security and privacy architecture and design decisions; 14. Include security- and privacy-related activities affecting the system that require planning and coordination with [individuals or groups] ; and 15. Are reviewed and approved by the authorizing official or designated representative prior to plan implementation."
PL-2(b) System Security and Privacy Plans,pl-2_smt.b,pl-2,pl-2_smt.b,Distribute copies of the plans and communicate subsequent changes to the plans to [personnel or roles];
PL-2(c) System Security and Privacy Plans,pl-2_smt.c,pl-2,pl-2_smt.c,Review the plans [frequency];
PL-2(d) System Security and Privacy Plans,pl-2_smt.d,pl-2,pl-2_smt.d,Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and
PL-2(e) System Security and Privacy Plans,pl-2_smt.e,pl-2,pl-2_smt.e,Protect the plans from unauthorized disclosure and modification.
PL-4(a) Rules of Behavior,pl-4_smt.a,pl-4,pl-4_smt.a,"Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy;"
PL-4(b) Rules of Behavior,pl-4_smt.b,pl-4,pl-4_smt.b,"Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system;"
PL-4(c) Rules of Behavior,pl-4_smt.c,pl-4,pl-4_smt.c,Review and update the rules of behavior [frequency] ; and
PL-4(d) Rules of Behavior,pl-4_smt.d,pl-4,pl-4_smt.d,Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge [ | when the rules are revised or updated].
PL-4.1(a) Social Media and External Site/Application Usage Restrictions,pl-4.1_smt.a,pl-4.1,pl-4.1_smt.a,"Use of social media, social networking sites, and external sites/applications;"
PL-4.1(b) Social Media and External Site/Application Usage Restrictions,pl-4.1_smt.b,pl-4.1,pl-4.1_smt.b,Posting organizational information on public websites; and
PL-4.1(c) Social Media and External Site/Application Usage Restrictions,pl-4.1_smt.c,pl-4.1,pl-4.1_smt.c,"Use of organization-provided identifiers (e.g., email addresses) and authentication secrets (e.g., passwords) for creating accounts on external sites/applications."
PL-8(a) Security and Privacy Architectures,pl-8_smt.a,pl-8,pl-8_smt.a,"Develop security and privacy architectures for the system that: 1. Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information; 2. Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals; 3. Describe how the architectures are integrated into and support the enterprise architecture; and 4. Describe any assumptions about, and dependencies on, external systems and services;"
PL-8(b) Security and Privacy Architectures,pl-8_smt.b,pl-8,pl-8_smt.b,Review and update the architectures [frequency] to reflect changes in the enterprise architecture; and
PL-8(c) Security and Privacy Architectures,pl-8_smt.c,pl-8,pl-8_smt.c,"Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions."
PL-10 Baseline Selection,pl-10,pl-10,,Select a control baseline for the system. Requirement: Select the appropriate FedRAMP Baseline
PL-11 Baseline Tailoring,pl-11,pl-11,,Tailor the selected control baseline by applying specified tailoring actions.
PS-1(a) Policy and Procedures,ps-1_smt.a,ps-1,ps-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] personnel security policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the personnel security policy and the associated personnel security controls;"
PS-1(b) Policy and Procedures,ps-1_smt.b,ps-1,ps-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the personnel security policy and procedures; and"
PS-1(c) Policy and Procedures,ps-1_smt.c,ps-1,ps-1_smt.c,Review and update the current personnel security: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
PS-2(a) Position Risk Designation,ps-2_smt.a,ps-2,ps-2_smt.a,Assign a risk designation to all organizational positions;
PS-2(b) Position Risk Designation,ps-2_smt.b,ps-2,ps-2_smt.b,Establish screening criteria for individuals filling those positions; and
PS-2(c) Position Risk Designation,ps-2_smt.c,ps-2,ps-2_smt.c,Review and update position risk designations [frequency].
PS-3(a) Personnel Screening,ps-3_smt.a,ps-3,ps-3_smt.a,Screen individuals prior to authorizing access to the system; and
PS-3(b) Personnel Screening,ps-3_smt.b,ps-3,ps-3_smt.b,"Rescreen individuals in accordance with [organization-defined conditions requiring rescreening and, where rescreening is so indicated, the frequency of rescreening]."
PS-3.3(a) Information Requiring Special Protective Measures,ps-3.3_smt.a,ps-3.3,ps-3.3_smt.a,Have valid access authorizations that are demonstrated by assigned official government duties; and
PS-3.3(b) Information Requiring Special Protective Measures,ps-3.3_smt.b,ps-3.3,ps-3.3_smt.b,Satisfy [additional personnel screening criteria].
PS-4(a) Personnel Termination,ps-4_smt.a,ps-4,ps-4_smt.a,Disable system access within [time period];
PS-4(b) Personnel Termination,ps-4_smt.b,ps-4,ps-4_smt.b,Terminate or revoke any authenticators and credentials associated with the individual;
PS-4(c) Personnel Termination,ps-4_smt.c,ps-4,ps-4_smt.c,Conduct exit interviews that include a discussion of [information security topics];
PS-4(d) Personnel Termination,ps-4_smt.d,ps-4,ps-4_smt.d,Retrieve all security-related organizational system-related property; and
PS-4(e) Personnel Termination,ps-4_smt.e,ps-4,ps-4_smt.e,Retain access to organizational information and systems formerly controlled by terminated individual.
PS-5(a) Personnel Transfer,ps-5_smt.a,ps-5,ps-5_smt.a,Review and confirm ongoing operational need for current logical and physical access authorizations to systems and facilities when individuals are reassigned or transferred to other positions within the organization;
PS-5(b) Personnel Transfer,ps-5_smt.b,ps-5,ps-5_smt.b,Initiate [transfer or reassignment actions] within [time period following the formal transfer action];
PS-5(c) Personnel Transfer,ps-5_smt.c,ps-5,ps-5_smt.c,Modify access authorization as needed to correspond with any changes in operational need due to reassignment or transfer; and
PS-5(d) Personnel Transfer,ps-5_smt.d,ps-5,ps-5_smt.d,Notify [personnel or roles] within [time period].
PS-6(a) Access Agreements,ps-6_smt.a,ps-6,ps-6_smt.a,Develop and document access agreements for organizational systems;
PS-6(b) Access Agreements,ps-6_smt.b,ps-6,ps-6_smt.b,Review and update the access agreements [frequency] ; and
PS-6(c) Access Agreements,ps-6_smt.c,ps-6,ps-6_smt.c,Verify that individuals requiring access to organizational information and systems: 1. Sign appropriate access agreements prior to being granted access; and 2. Re-sign access agreements to maintain access to organizational systems when access agreements have been updated or [frequency].
PS-7(a) External Personnel Security,ps-7_smt.a,ps-7,ps-7_smt.a,"Establish personnel security requirements, including security roles and responsibilities for external providers;"
PS-7(b) External Personnel Security,ps-7_smt.b,ps-7,ps-7_smt.b,Require external providers to comply with personnel security policies and procedures established by the organization;
PS-7(c) External Personnel Security,ps-7_smt.c,ps-7,ps-7_smt.c,Document personnel security requirements;
PS-7(d) External Personnel Security,ps-7_smt.d,ps-7,ps-7_smt.d,"Require external providers to notify [personnel or roles] of any personnel transfers or terminations of external personnel who possess organizational credentials and/or badges, or who have system privileges within [time period] ; and"
PS-7(e) External Personnel Security,ps-7_smt.e,ps-7,ps-7_smt.e,Monitor provider compliance with personnel security requirements.
PS-8(a) Personnel Sanctions,ps-8_smt.a,ps-8,ps-8_smt.a,Employ a formal sanctions process for individuals failing to comply with established information security and privacy policies and procedures; and
PS-8(b) Personnel Sanctions,ps-8_smt.b,ps-8,ps-8_smt.b,"Notify [personnel or roles] within [time period] when a formal employee sanctions process is initiated, identifying the individual sanctioned and the reason for the sanction."
PS-9 Position Descriptions,ps-9,ps-9,,Incorporate security and privacy roles and responsibilities into organizational position descriptions.
RA-1(a) Policy and Procedures,ra-1_smt.a,ra-1,ra-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] risk assessment policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the risk assessment policy and the associated risk assessment controls;"
RA-1(b) Policy and Procedures,ra-1_smt.b,ra-1,ra-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the risk assessment policy and procedures; and"
RA-1(c) Policy and Procedures,ra-1_smt.c,ra-1,ra-1_smt.c,Review and update the current risk assessment: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
RA-2(a) Security Categorization,ra-2_smt.a,ra-2,ra-2_smt.a,"Categorize the system and information it processes, stores, and transmits;"
RA-2(b) Security Categorization,ra-2_smt.b,ra-2,ra-2_smt.b,"Document the security categorization results, including supporting rationale, in the security plan for the system; and"
RA-2(c) Security Categorization,ra-2_smt.c,ra-2,ra-2_smt.c,Verify that the authorizing official or authorizing official designated representative reviews and approves the security categorization decision.
RA-3(a) Risk Assessment,ra-3_smt.a,ra-3,ra-3_smt.a,"Conduct a risk assessment, including: 1. Identifying threats to and vulnerabilities in the system; 2. Determining the likelihood and magnitude of harm from unauthorized access, use, disclosure, disruption, modification, or destruction of the system, the information it processes, stores, or transmits, and any related information; and 3. Determining the likelihood and impact of adverse effects on individuals arising from the processing of personally identifiable information;"
RA-3(b) Risk Assessment,ra-3_smt.b,ra-3,ra-3_smt.b,Integrate risk assessment results and risk management decisions from the organization and mission or business process perspectives with system-level risk assessments;
RA-3(c) Risk Assessment,ra-3_smt.c,ra-3,ra-3_smt.c,Document risk assessment results in [security and privacy plans | risk assessment report | ];
RA-3(d) Risk Assessment,ra-3_smt.d,ra-3,ra-3_smt.d,Review risk assessment results [frequency];
RA-3(e) Risk Assessment,ra-3_smt.e,ra-3,ra-3_smt.e,Disseminate risk assessment results to [personnel or roles] ; and
RA-3(f) Risk Assessment,ra-3_smt.f,ra-3,ra-3_smt.f,"Update the risk assessment [frequency] or when there are significant changes to the system, its environment of operation, or other conditions that may impact the security or privacy state of the system."
RA-3.1(a) Supply Chain Risk Assessment,ra-3.1_smt.a,ra-3.1,ra-3.1_smt.a,"Assess supply chain risks associated with [systems, system components, and system services] ; and"
RA-3.1(b) Supply Chain Risk Assessment,ra-3.1_smt.b,ra-3.1,ra-3.1_smt.b,"Update the supply chain risk assessment [frequency] , when there are significant changes to the relevant supply chain, or when changes to the system, environments of operation, or other conditions may necessitate a change in the supply chain."
RA-5(a) Vulnerability Monitoring and Scanning,ra-5_smt.a,ra-5,ra-5_smt.a,Monitor and scan for vulnerabilities in the system and hosted applications [organization-defined frequency and/or randomly in accordance with organization-defined process] and when new vulnerabilities potentially affecting the system are identified and reported;
